unitig_0	1	10000	0.0018
unitig_0	10001	20000	0.043
unitig_0	20001	30000	0.005
unitig_0	30001	40000	-0.0578
unitig_0	40001	50000	-0.0027
unitig_0	50001	60000	-0.0108
unitig_0	60001	70000	0.0309
unitig_0	70001	80000	0.0077
unitig_0	80001	90000	-0.067
unitig_0	90001	100000	-0.0286
unitig_0	100001	110000	-0.0682
unitig_0	110001	120000	-0.0146
unitig_0	120001	130000	-0.0028
unitig_0	130001	140000	-0.0084
unitig_0	140001	150000	0.01
unitig_0	150001	160000	-0.0341
unitig_0	160001	170000	0.0075
unitig_0	170001	180000	0.0089
unitig_0	180001	190000	0.0163
unitig_0	190001	200000	-0.003
unitig_0	200001	210000	-0.0022
unitig_0	210001	220000	0.0244
unitig_0	220001	230000	-0.0188
unitig_0	230001	240000	-0.0079
unitig_0	240001	250000	0.0024
unitig_0	250001	260000	-0.005
unitig_0	260001	270000	-0.0014
unitig_0	270001	280000	0.0095
unitig_0	280001	290000	0.0133
unitig_0	290001	300000	-0.0006
unitig_0	300001	310000	-0.0182
unitig_0	310001	320000	-0.0122
unitig_0	320001	330000	-0.0088
unitig_0	330001	340000	-0.0115
unitig_0	340001	350000	-0.0997
unitig_0	350001	360000	-0.0385
unitig_0	360001	370000	-0.006
unitig_0	370001	380000	0.0106
unitig_0	380001	390000	0.0064
unitig_0	390001	400000	0.0221
unitig_0	400001	410000	0.0024
unitig_0	410001	420000	0.0039
unitig_0	420001	430000	-0.0142
unitig_0	430001	440000	0.0036
unitig_0	440001	450000	-0.0071
unitig_0	450001	460000	0.0103
unitig_0	460001	470000	-0.0024
unitig_0	470001	480000	0.0066
unitig_0	480001	490000	0.0029
unitig_0	490001	500000	-0.0053
unitig_0	500001	510000	-0.0035
unitig_0	510001	520000	-0.0185
unitig_0	520001	530000	-0.0188
unitig_0	530001	540000	0.0094
unitig_0	540001	550000	0.0063
unitig_0	550001	560000	-0.0236
unitig_0	560001	570000	-0.0216
unitig_0	570001	580000	-0.0193
unitig_0	580001	590000	-0.0229
unitig_0	590001	600000	0.0316
unitig_0	600001	610000	0.0398
unitig_0	610001	620000	-0.0118
unitig_0	620001	630000	-0.0619
unitig_0	630001	640000	-0.073
unitig_0	640001	650000	0.0153
unitig_0	650001	660000	0.0068
unitig_0	660001	670000	0.0286
unitig_0	670001	680000	-0.0262
unitig_0	680001	690000	-0.0048
unitig_0	690001	700000	0.0021
unitig_0	700001	710000	0.0148
unitig_0	710001	720000	0.043
unitig_0	720001	730000	-0.0038
unitig_0	730001	740000	0.0055
unitig_0	740001	750000	0.0051
unitig_0	750001	760000	0.027
unitig_0	760001	770000	-0.0005
unitig_0	770001	780000	-0.0011
unitig_0	780001	790000	0.0079
unitig_0	790001	800000	-0.0195
unitig_0	800001	810000	0.0179
unitig_0	810001	820000	0.0064
unitig_0	820001	830000	0.0003
unitig_0	830001	840000	0
unitig_0	840001	850000	0.0068
unitig_0	850001	860000	0.0408
unitig_0	860001	870000	0.0031
unitig_0	870001	880000	-0.0096
unitig_0	880001	890000	0.0142
unitig_0	890001	900000	-0.0034
unitig_0	900001	910000	-0.0061
unitig_0	910001	920000	-0.0249
unitig_0	920001	930000	0.019
unitig_0	930001	940000	0.0029
unitig_0	940001	950000	-0.0028
unitig_0	950001	960000	0.0023
unitig_0	960001	970000	-0.0058
unitig_0	970001	980000	0.013
unitig_0	980001	990000	0.0341
unitig_0	990001	1000000	-0.001
unitig_0	1000001	1010000	0.0114
unitig_0	1010001	1020000	0.0091
unitig_0	1020001	1030000	0.0218
unitig_0	1030001	1040000	0.0065
unitig_0	1040001	1050000	0.0141
unitig_0	1050001	1060000	-0.0069
unitig_0	1060001	1070000	-0.0012
unitig_0	1070001	1080000	-0.0129
unitig_0	1080001	1090000	-0.0099
unitig_0	1090001	1100000	0.0072
unitig_0	1100001	1110000	0.0017
unitig_0	1110001	1120000	-0.0044
unitig_0	1120001	1130000	0.0068
unitig_0	1130001	1140000	-0.0047
unitig_0	1140001	1150000	0.0127
unitig_0	1150001	1160000	-0.0014
unitig_0	1160001	1170000	0.0198
unitig_0	1170001	1180000	-0.0498
unitig_0	1180001	1190000	-0.0066
unitig_0	1190001	1200000	0.0032
unitig_0	1200001	1210000	-0.0162
unitig_0	1210001	1220000	-0.0041
unitig_0	1220001	1230000	0.0316
unitig_0	1230001	1240000	0.0026
unitig_0	1240001	1250000	0.0002
unitig_0	1250001	1260000	-0.0021
unitig_0	1260001	1270000	0.006
unitig_0	1270001	1280000	-0.013
unitig_0	1280001	1290000	-0.025
unitig_0	1290001	1300000	-0.0855
unitig_0	1300001	1310000	0.0014
unitig_0	1310001	1320000	0.0178
unitig_0	1320001	1330000	0.0227
unitig_0	1330001	1340000	0.0221
unitig_0	1340001	1350000	0.0049
unitig_0	1350001	1360000	-0.0007
unitig_0	1360001	1370000	0.0035
unitig_0	1370001	1380000	0.03
unitig_0	1380001	1390000	0.0027
unitig_0	1390001	1400000	0.0213
unitig_0	1400001	1410000	0.0211
unitig_0	1410001	1420000	0.0312
unitig_0	1420001	1430000	-0.004
unitig_0	1430001	1440000	0.015
unitig_0	1440001	1450000	0.026
unitig_0	1450001	1460000	0.0316
unitig_0	1460001	1470000	0.0296
unitig_0	1470001	1480000	0.0431
unitig_0	1480001	1490000	-0.014
unitig_0	1490001	1500000	0.0107
unitig_0	1500001	1510000	0.0115
unitig_0	1510001	1520000	0.0099
unitig_0	1520001	1530000	0.0044
unitig_0	1530001	1540000	0.0153
unitig_0	1540001	1550000	-0.0106
unitig_0	1550001	1560000	0.0486
unitig_0	1560001	1570000	-0.0291
unitig_0	1570001	1580000	0.009
unitig_0	1580001	1590000	0.0079
unitig_0	1590001	1600000	0.0093
unitig_0	1600001	1610000	0.0018
unitig_0	1610001	1620000	-0.0056
unitig_0	1620001	1630000	0.026
unitig_0	1630001	1640000	-0.0926
unitig_0	1640001	1650000	0.0038
unitig_0	1650001	1660000	0.007
unitig_0	1660001	1670000	-0.0057
unitig_0	1670001	1680000	0.0201
unitig_0	1680001	1690000	0.0056
unitig_0	1690001	1700000	0.012
unitig_0	1700001	1710000	0.013
unitig_0	1710001	1720000	-0.0003
unitig_0	1720001	1730000	0.0119
unitig_0	1730001	1740000	0.0082
unitig_0	1740001	1750000	0.0063
unitig_0	1750001	1760000	-0.0145
unitig_0	1760001	1770000	0.0021
unitig_0	1770001	1780000	-0.019
unitig_0	1780001	1790000	-0.0108
unitig_0	1790001	1800000	-0.0114
unitig_0	1800001	1810000	0.0094
unitig_0	1810001	1820000	0.0293
unitig_0	1820001	1830000	0.0072
unitig_0	1830001	1840000	0.0125
