unitig_0	28584	29252
unitig_0	29517	29317
unitig_0	30258	29611
unitig_0	31020	30496
unitig_0	31586	31080
unitig_0	32862	32401
unitig_0	33332	32841
unitig_0	34127	33609
unitig_0	34754	34257
unitig_0	35422	34898
unitig_0	36386	35976
unitig_0	37189	36812
unitig_0	38530	38027
unitig_0	39168	38545
unitig_0	40014	39244
unitig_0	41172	40126
unitig_0	42075	41254
unitig_0	42642	42193
unitig_0	42805	43650
unitig_0	44711	43710
unitig_0	45336	44884
unitig_0	46493	45450
unitig_0	47404	46574
unitig_0	49283	47538
unitig_0	50286	50008
unitig_0	50724	50311
unitig_0	51130	50717
unitig_0	52281	51283
unitig_0	52395	52826
unitig_0	53209	52847
unitig_0	53898	53422
unitig_0	54040	54630
unitig_0	55668	54664
unitig_0	56538	55732
unitig_0	57301	56711
unitig_0	57526	58371
unitig_0	58496	59230
unitig_0	69516	68764
unitig_0	69956	69543
unitig_0	70405	69959
unitig_0	71608	70427
unitig_0	72494	71634
unitig_0	73050	72625
unitig_0	73699	73196
unitig_0	73907	73713
unitig_0	75154	73916
unitig_0	75584	75204
unitig_0	76272	75733
unitig_0	77814	76333
unitig_0	78766	77984
unitig_0	79708	78788
unitig_0	80572	79919
unitig_0	81230	80796
unitig_0	81754	81296
unitig_0	82132	82707
unitig_0	83912	82761
unitig_0	84648	83917
unitig_0	84866	84720
unitig_0	85321	85692
unitig_0	85707	87227
unitig_0	87322	87882
unitig_0	88455	87910
unitig_0	88702	89508
unitig_0	89717	90478
unitig_0	90493	91446
unitig_0	91468	92103
unitig_0	92118	93266
unitig_0	93296	94633
unitig_0	95164	97824
unitig_0	98392	97880
unitig_0	98981	98526
unitig_0	99398	98994
unitig_0	100030	99506
unitig_0	100879	100205
unitig_0	101234	100920
unitig_0	101677	101420
unitig_0	102322	102014
unitig_0	103152	102622
unitig_0	103793	103437
unitig_0	104698	104183
unitig_0	346489	345758
unitig_0	347354	346626
unitig_0	348207	347476
unitig_0	349057	348329
unitig_0	349823	349182
unitig_0	350319	350053
unitig_0	350483	350316
unitig_0	351346	350615
unitig_0	352189	351464
unitig_0	353659	352190
unitig_0	356182	354014
unitig_0	357775	356309
unitig_0	358137	357868
unitig_0	358391	359752
unitig_0	360633	359875
unitig_0	361289	360696
unitig_0	361837	361304
unitig_0	362996	361827
unitig_0	363106	363711
unitig_0	364446	363841
unitig_0	365071	364448
unitig_0	366395	365205
unitig_0	368337	366442
unitig_0	369294	368545
unitig_0	369789	369325
unitig_0	370359	369862
unitig_0	371026	370421
unitig_0	619983	618826
unitig_0	621268	620006
unitig_0	621897	621427
unitig_0	622263	622141
unitig_0	622795	623589
unitig_0	624207	623632
unitig_0	625142	624615
unitig_0	625699	625130
unitig_0	626160	625738
unitig_0	627298	626663
unitig_0	627769	627401
unitig_0	628690	627830
unitig_0	629525	628872
unitig_0	630040	629618
unitig_0	630448	630176
unitig_0	630565	630452
unitig_0	631457	630741
unitig_0	632026	631541
unitig_0	632736	632176
unitig_0	720683	721447
unitig_0	722199	721537
unitig_0	722332	722949
unitig_0	724065	722977
unitig_0	724842	724111
unitig_0	725444	724920
unitig_0	726409	725594
unitig_0	726591	726923
unitig_0	726937	727311
unitig_0	728972	727332
unitig_0	729080	729367
unitig_0	729586	729804
unitig_0	729829	730029
unitig_0	730539	730147
unitig_0	730995	730558
unitig_0	731923	731150
unitig_0	732736	731942
unitig_0	733596	732733
unitig_0	734411	733572
unitig_0	734880	734491
unitig_0	735857	734904
unitig_0	736401	736003
unitig_0	736791	736423
unitig_0	736923	736810
unitig_0	737191	736973
unitig_0	737501	737196
unitig_0	738263	737517
unitig_0	738913	738260
unitig_0	740324	739026
unitig_0	740764	740324
unitig_0	740988	740800
unitig_0	741520	741002
unitig_0	741885	741517
unitig_0	742457	741921
unitig_0	742882	742484
unitig_0	743091	742906
unitig_0	743667	743125
unitig_0	744047	743694
unitig_0	744469	744101
unitig_0	744774	744508
unitig_0	744983	744771
unitig_0	745405	744980
unitig_0	746071	745409
unitig_0	746429	746094
unitig_0	746740	746459
unitig_0	747613	746780
unitig_0	747928	747641
unitig_0	748551	747925
unitig_0	749206	748577
unitig_0	749548	749240
unitig_0	750466	749810
unitig_0	751298	750516
unitig_0	752758	751571
unitig_0	754944	752869
unitig_0	755449	754979
unitig_0	755908	755495
unitig_0	756314	756060
unitig_0	760015	756401
unitig_0	763641	760087
unitig_0	764479	763877
unitig_0	764965	764600
unitig_0	765510	765007
unitig_0	766531	765833
unitig_0	767246	766620
unitig_0	767727	767212
unitig_0	768015	767791
unitig_0	768204	768055
unitig_0	769195	768530
unitig_0	769812	769291
unitig_0	770545	769805
unitig_0	770972	770538
unitig_0	772366	770969
unitig_0	773297	772305
unitig_0	774850	773387
unitig_0	775365	774886
unitig_0	776051	775362
unitig_0	777261	776167
unitig_0	777872	777384
unitig_0	778154	778549
unitig_0	779307	778597
unitig_0	780480	779410
unitig_0	829043	828441
unitig_0	830109	829162
unitig_0	831518	830133
unitig_0	831996	831694
unitig_0	832487	832107
unitig_0	833320	832490
unitig_0	834255	833362
unitig_0	834610	834428
unitig_0	835029	834748
unitig_0	835625	835152
unitig_0	836553	835675
unitig_0	837110	836550
unitig_0	837973	837194
unitig_0	838540	837995
unitig_0	840554	838581
unitig_0	842804	840948
unitig_0	843785	842832
unitig_0	844136	844408
unitig_0	846162	844675
unitig_0	847173	846280
unitig_0	847432	847145
unitig_0	847838	847473
unitig_0	848716	847886
unitig_0	849603	848977
unitig_0	1484135	1484022
unitig_0	1484291	1484178
unitig_0	1484446	1484333
unitig_0	1484876	1485160
unitig_0	1486290	1485208
unitig_0	1486448	1488220
unitig_0	1488237	1488662
unitig_0	1488649	1488951
unitig_0	1489029	1489376
unitig_0	1489710	1490801
unitig_0	1490989	1492275
unitig_0	1492334	1493374
unitig_0	1493389	1494102
unitig_0	1494207	1494362
unitig_0	1494481	1496199
unitig_0	1498426	1496225
unitig_0	1501002	1498645
unitig_0	1501328	1502584
unitig_0	1503033	1502623
unitig_0	1503711	1506332
unitig_0	1507015	1506413
unitig_0	1507935	1507282
unitig_0	1508109	1508417
unitig_0	1508664	1509368
unitig_0	1509418	1510014
unitig_0	1510044	1510412
unitig_0	1510409	1511566
unitig_0	1511843	1512610
unitig_0	1512711	1513187
unitig_0	1513200	1513625
unitig_0	1513699	1514223
unitig_0	1514408	1515196
unitig_0	1515230	1515895
unitig_0	1594525	1595115
unitig_0	1595253	1595435
unitig_0	1596811	1595474
unitig_0	1597108	1597527
unitig_0	1597608	1598750
unitig_0	1598821	1599327
unitig_0	1599396	1601651
unitig_0	1601716	1602219
unitig_0	1602235	1602435
unitig_0	1602463	1602663
unitig_0	1602796	1603854
unitig_0	1604191	1606821
unitig_0	1606898	1607155
unitig_0	1607171	1607629
unitig_0	1607629	1607955
